dataset,representation,model,curve,x,y
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.15,0.45238
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.16,0.47929
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.17,0.48214
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.18,0.49405
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.19,0.49405
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.2,0.5
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.21,0.50595
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.22,0.52381
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.23,0.54167
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.24,0.54762
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.25,0.55952
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.26,0.58929
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.27,0.59524
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.28,0.60714
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.29,0.6131
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.3,0.6369
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.31,0.6369
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.32,0.64286
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.33,0.64286
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.34,0.64881
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.35,0.67381
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.36,0.68452
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.37,0.69048
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.38,0.70238
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.39,0.70238
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.4,0.70238
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.41,0.70238
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.42,0.70238
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.43,0.72024
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.44,0.73214
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.45,0.73214
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.46,0.75
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.47,0.75
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.48,0.77381
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.49,0.77976
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.5,0.78571
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.51,0.79762
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.52,0.80952
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.53,0.81548
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.54,0.81548
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.55,0.81548
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.56,0.81548
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.57,0.81548
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.58,0.81548
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.59,0.82143
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.6,0.82143
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.61,0.82738
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.62,0.83119
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.63,0.83548
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.64,0.84524
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.65,0.85714
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.66,0.85714
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.67,0.86905
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.68,0.86905
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.69,0.86905
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.7,0.875
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.71,0.88167
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.72,0.89881
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.73,0.90476
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.74,0.90476
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.75,0.91667
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.76,0.91667
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.77,0.91667
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.78,0.91667
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.79,0.92262
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.8,0.92262
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.81,0.92262
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.82,0.93452
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.83,0.94048
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.84,0.94048
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.85,0.97024
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.86,0.97024
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.87,0.97024
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.88,0.97024
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.89,0.97024
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.9,0.97619
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.91,0.97619
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.92,0.97619
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.93,0.98214
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.94,0.98214
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.95,0.99405
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.96,0.99405
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.97,1.0
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.98,1.0
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,0.99,1.0
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,ROC,1.0,1.0
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.0,0.09655
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.01,0.592
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.02,0.45429
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.03,0.55333
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.04,0.40526
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.05,0.29391
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.06,0.30467
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.07,0.32413
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.08,0.34558
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.09,0.36767
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.1,0.38528
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.11,0.39752
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.12,0.3994
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.13,0.40562
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.14,0.40867
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.15,0.3907
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.16,0.36942
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.17,0.35777
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.18,0.3541
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.19,0.32796
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.2,0.33069
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.21,0.34158
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.22,0.31744
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.23,0.31625
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.24,0.3151
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.25,0.31818
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.26,0.31957
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.27,0.30781
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.28,0.29931
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.29,0.29601
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.3,0.29688
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.31,0.26812
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.32,0.27184
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.33,0.26505
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.34,0.26293
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.35,0.26275
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.36,0.25903
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.37,0.26433
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.38,0.26859
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.39,0.26254
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.4,0.2626
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.41,0.25617
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.42,0.25729
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.43,0.24788
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.44,0.24742
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.45,0.24418
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.46,0.24369
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.47,0.24027
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.48,0.24295
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.49,0.22916
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.5,0.21429
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.51,0.2041
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.52,0.20205
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.53,0.20372
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.54,0.20365
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.55,0.19907
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.56,0.19363
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.57,0.19102
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.58,0.19278
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.59,0.19514
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.6,0.19071
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.61,0.18897
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.62,0.18463
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.63,0.1854
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.64,0.18184
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.65,0.17079
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.66,0.16924
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.67,0.17022
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.68,0.17093
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.69,0.16688
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.7,0.16498
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.71,0.1514
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.72,0.15237
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.73,0.1511
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.74,0.14748
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.75,0.14876
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.76,0.14715
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.77,0.1473
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.78,0.14738
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.79,0.14361
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.8,0.1435
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.81,0.14344
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.82,0.1331
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.83,0.12659
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.84,0.12445
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.85,0.1237
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.86,0.12313
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.87,0.12187
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.88,0.11789
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.89,0.11772
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.9,0.118
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.91,0.11628
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.92,0.1136
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.93,0.109
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.94,0.10896
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.95,0.10717
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.96,0.10792
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.97,0.10872
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.98,0.10268
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,0.99,0.1009
MIMIC-IV internal OOF,patient_mean_5_repeats,model12h_level_only,PR,1.0,0.09994
SICdb external,hourly_median,model12h_level_only,ROC,0.0,0.0
SICdb external,hourly_median,model12h_level_only,ROC,0.01,0.06978
SICdb external,hourly_median,model12h_level_only,ROC,0.02,0.15578
SICdb external,hourly_median,model12h_level_only,ROC,0.03,0.19459
SICdb external,hourly_median,model12h_level_only,ROC,0.04,0.25405
SICdb external,hourly_median,model12h_level_only,ROC,0.05,0.27027
SICdb external,hourly_median,model12h_level_only,ROC,0.06,0.27568
SICdb external,hourly_median,model12h_level_only,ROC,0.07,0.31892
SICdb external,hourly_median,model12h_level_only,ROC,0.08,0.34054
SICdb external,hourly_median,model12h_level_only,ROC,0.09,0.35135
SICdb external,hourly_median,model12h_level_only,ROC,0.1,0.42703
SICdb external,hourly_median,model12h_level_only,ROC,0.11,0.43243
SICdb external,hourly_median,model12h_level_only,ROC,0.12,0.47568
SICdb external,hourly_median,model12h_level_only,ROC,0.13,0.5027
SICdb external,hourly_median,model12h_level_only,ROC,0.14,0.52432
SICdb external,hourly_median,model12h_level_only,ROC,0.15,0.52973
SICdb external,hourly_median,model12h_level_only,ROC,0.16,0.54054
SICdb external,hourly_median,model12h_level_only,ROC,0.17,0.56216
SICdb external,hourly_median,model12h_level_only,ROC,0.18,0.56216
SICdb external,hourly_median,model12h_level_only,ROC,0.19,0.56373
SICdb external,hourly_median,model12h_level_only,ROC,0.2,0.58919
SICdb external,hourly_median,model12h_level_only,ROC,0.21,0.59459
SICdb external,hourly_median,model12h_level_only,ROC,0.22,0.60541
SICdb external,hourly_median,model12h_level_only,ROC,0.23,0.61584
SICdb external,hourly_median,model12h_level_only,ROC,0.24,0.63243
SICdb external,hourly_median,model12h_level_only,ROC,0.25,0.63784
SICdb external,hourly_median,model12h_level_only,ROC,0.26,0.66486
SICdb external,hourly_median,model12h_level_only,ROC,0.27,0.67568
SICdb external,hourly_median,model12h_level_only,ROC,0.28,0.69189
SICdb external,hourly_median,model12h_level_only,ROC,0.29,0.69189
SICdb external,hourly_median,model12h_level_only,ROC,0.3,0.70811
SICdb external,hourly_median,model12h_level_only,ROC,0.31,0.71351
SICdb external,hourly_median,model12h_level_only,ROC,0.32,0.72973
SICdb external,hourly_median,model12h_level_only,ROC,0.33,0.74054
SICdb external,hourly_median,model12h_level_only,ROC,0.34,0.75676
SICdb external,hourly_median,model12h_level_only,ROC,0.35,0.76216
SICdb external,hourly_median,model12h_level_only,ROC,0.36,0.76216
SICdb external,hourly_median,model12h_level_only,ROC,0.37,0.76757
SICdb external,hourly_median,model12h_level_only,ROC,0.38,0.76757
SICdb external,hourly_median,model12h_level_only,ROC,0.39,0.76757
SICdb external,hourly_median,model12h_level_only,ROC,0.4,0.76757
SICdb external,hourly_median,model12h_level_only,ROC,0.41,0.77838
SICdb external,hourly_median,model12h_level_only,ROC,0.42,0.77838
SICdb external,hourly_median,model12h_level_only,ROC,0.43,0.77838
SICdb external,hourly_median,model12h_level_only,ROC,0.44,0.77838
SICdb external,hourly_median,model12h_level_only,ROC,0.45,0.78378
SICdb external,hourly_median,model12h_level_only,ROC,0.46,0.80541
SICdb external,hourly_median,model12h_level_only,ROC,0.47,0.82703
SICdb external,hourly_median,model12h_level_only,ROC,0.48,0.83243
SICdb external,hourly_median,model12h_level_only,ROC,0.49,0.83243
SICdb external,hourly_median,model12h_level_only,ROC,0.5,0.84324
SICdb external,hourly_median,model12h_level_only,ROC,0.51,0.84865
SICdb external,hourly_median,model12h_level_only,ROC,0.52,0.85946
SICdb external,hourly_median,model12h_level_only,ROC,0.53,0.85946
SICdb external,hourly_median,model12h_level_only,ROC,0.54,0.87027
SICdb external,hourly_median,model12h_level_only,ROC,0.55,0.87027
SICdb external,hourly_median,model12h_level_only,ROC,0.56,0.87027
SICdb external,hourly_median,model12h_level_only,ROC,0.57,0.87568
SICdb external,hourly_median,model12h_level_only,ROC,0.58,0.87568
SICdb external,hourly_median,model12h_level_only,ROC,0.59,0.88108
SICdb external,hourly_median,model12h_level_only,ROC,0.6,0.88108
SICdb external,hourly_median,model12h_level_only,ROC,0.61,0.89189
SICdb external,hourly_median,model12h_level_only,ROC,0.62,0.8973
SICdb external,hourly_median,model12h_level_only,ROC,0.63,0.9027
SICdb external,hourly_median,model12h_level_only,ROC,0.64,0.9027
SICdb external,hourly_median,model12h_level_only,ROC,0.65,0.90811
SICdb external,hourly_median,model12h_level_only,ROC,0.66,0.91892
SICdb external,hourly_median,model12h_level_only,ROC,0.67,0.91892
SICdb external,hourly_median,model12h_level_only,ROC,0.68,0.91892
SICdb external,hourly_median,model12h_level_only,ROC,0.69,0.91892
SICdb external,hourly_median,model12h_level_only,ROC,0.7,0.91892
SICdb external,hourly_median,model12h_level_only,ROC,0.71,0.92432
SICdb external,hourly_median,model12h_level_only,ROC,0.72,0.92432
SICdb external,hourly_median,model12h_level_only,ROC,0.73,0.94054
SICdb external,hourly_median,model12h_level_only,ROC,0.74,0.94054
SICdb external,hourly_median,model12h_level_only,ROC,0.75,0.94054
SICdb external,hourly_median,model12h_level_only,ROC,0.76,0.94054
SICdb external,hourly_median,model12h_level_only,ROC,0.77,0.95676
SICdb external,hourly_median,model12h_level_only,ROC,0.78,0.96216
SICdb external,hourly_median,model12h_level_only,ROC,0.79,0.96216
SICdb external,hourly_median,model12h_level_only,ROC,0.8,0.96216
SICdb external,hourly_median,model12h_level_only,ROC,0.81,0.96216
SICdb external,hourly_median,model12h_level_only,ROC,0.82,0.96757
SICdb external,hourly_median,model12h_level_only,ROC,0.83,0.97297
SICdb external,hourly_median,model12h_level_only,ROC,0.84,0.97297
SICdb external,hourly_median,model12h_level_only,ROC,0.85,0.97838
SICdb external,hourly_median,model12h_level_only,ROC,0.86,0.97838
SICdb external,hourly_median,model12h_level_only,ROC,0.87,0.97838
SICdb external,hourly_median,model12h_level_only,ROC,0.88,0.97838
SICdb external,hourly_median,model12h_level_only,ROC,0.89,0.98378
SICdb external,hourly_median,model12h_level_only,ROC,0.9,0.98919
SICdb external,hourly_median,model12h_level_only,ROC,0.91,0.98919
SICdb external,hourly_median,model12h_level_only,ROC,0.92,0.99459
SICdb external,hourly_median,model12h_level_only,ROC,0.93,0.99459
SICdb external,hourly_median,model12h_level_only,ROC,0.94,1.0
SICdb external,hourly_median,model12h_level_only,ROC,0.95,1.0
SICdb external,hourly_median,model12h_level_only,ROC,0.96,1.0
SICdb external,hourly_median,model12h_level_only,ROC,0.97,1.0
SICdb external,hourly_median,model12h_level_only,ROC,0.98,1.0
SICdb external,hourly_median,model12h_level_only,ROC,0.99,1.0
SICdb external,hourly_median,model12h_level_only,ROC,1.0,1.0
SICdb external,hourly_median,model12h_level_only,PR,0.0,0.07786
SICdb external,hourly_median,model12h_level_only,PR,0.01,0.475
SICdb external,hourly_median,model12h_level_only,PR,0.02,0.40857
SICdb external,hourly_median,model12h_level_only,PR,0.03,0.47955
SICdb external,hourly_median,model12h_level_only,PR,0.04,0.51131
SICdb external,hourly_median,model12h_level_only,PR,0.05,0.43365
SICdb external,hourly_median,model12h_level_only,PR,0.06,0.39357
SICdb external,hourly_median,model12h_level_only,PR,0.07,0.37286
SICdb external,hourly_median,model12h_level_only,PR,0.08,0.36836
SICdb external,hourly_median,model12h_level_only,PR,0.09,0.37283
SICdb external,hourly_median,model12h_level_only,PR,0.1,0.38138
SICdb external,hourly_median,model12h_level_only,PR,0.11,0.40412
SICdb external,hourly_median,model12h_level_only,PR,0.12,0.42525
SICdb external,hourly_median,model12h_level_only,PR,0.13,0.40693
SICdb external,hourly_median,model12h_level_only,PR,0.14,0.39024
SICdb external,hourly_median,model12h_level_only,PR,0.15,0.39504
SICdb external,hourly_median,model12h_level_only,PR,0.16,0.3989
SICdb external,hourly_median,model12h_level_only,PR,0.17,0.38142
SICdb external,hourly_median,model12h_level_only,PR,0.18,0.3851
SICdb external,hourly_median,model12h_level_only,PR,0.19,0.38082
SICdb external,hourly_median,model12h_level_only,PR,0.2,0.35238
SICdb external,hourly_median,model12h_level_only,PR,0.21,0.34471
SICdb external,hourly_median,model12h_level_only,PR,0.22,0.34086
SICdb external,hourly_median,model12h_level_only,PR,0.23,0.3389
SICdb external,hourly_median,model12h_level_only,PR,0.24,0.34471
SICdb external,hourly_median,model12h_level_only,PR,0.25,0.35237
SICdb external,hourly_median,model12h_level_only,PR,0.26,0.33149
SICdb external,hourly_median,model12h_level_only,PR,0.27,0.33557
SICdb external,hourly_median,model12h_level_only,PR,0.28,0.28296
SICdb external,hourly_median,model12h_level_only,PR,0.29,0.28393
SICdb external,hourly_median,model12h_level_only,PR,0.3,0.27828
SICdb external,hourly_median,model12h_level_only,PR,0.31,0.2788
SICdb external,hourly_median,model12h_level_only,PR,0.32,0.27925
SICdb external,hourly_median,model12h_level_only,PR,0.33,0.27593
SICdb external,hourly_median,model12h_level_only,PR,0.34,0.27721
SICdb external,hourly_median,model12h_level_only,PR,0.35,0.25495
SICdb external,hourly_median,model12h_level_only,PR,0.36,0.25075
SICdb external,hourly_median,model12h_level_only,PR,0.37,0.2555
SICdb external,hourly_median,model12h_level_only,PR,0.38,0.25883
SICdb external,hourly_median,model12h_level_only,PR,0.39,0.26318
SICdb external,hourly_median,model12h_level_only,PR,0.4,0.26715
SICdb external,hourly_median,model12h_level_only,PR,0.41,0.26577
SICdb external,hourly_median,model12h_level_only,PR,0.42,0.26467
SICdb external,hourly_median,model12h_level_only,PR,0.43,0.2572
SICdb external,hourly_median,model12h_level_only,PR,0.44,0.25015
SICdb external,hourly_median,model12h_level_only,PR,0.45,0.25227
SICdb external,hourly_median,model12h_level_only,PR,0.46,0.25314
SICdb external,hourly_median,model12h_level_only,PR,0.47,0.24989
SICdb external,hourly_median,model12h_level_only,PR,0.48,0.25099
SICdb external,hourly_median,model12h_level_only,PR,0.49,0.25346
SICdb external,hourly_median,model12h_level_only,PR,0.5,0.24966
SICdb external,hourly_median,model12h_level_only,PR,0.51,0.24249
SICdb external,hourly_median,model12h_level_only,PR,0.52,0.24268
SICdb external,hourly_median,model12h_level_only,PR,0.53,0.2306
SICdb external,hourly_median,model12h_level_only,PR,0.54,0.22856
SICdb external,hourly_median,model12h_level_only,PR,0.55,0.2206
SICdb external,hourly_median,model12h_level_only,PR,0.56,0.22081
SICdb external,hourly_median,model12h_level_only,PR,0.57,0.20029
SICdb external,hourly_median,model12h_level_only,PR,0.58,0.20049
SICdb external,hourly_median,model12h_level_only,PR,0.59,0.20057
SICdb external,hourly_median,model12h_level_only,PR,0.6,0.19304
